-97	16	-91	46	182	50	199
-82	164	59	61	-89	144	46
-11	180	115	-90	90	185	169
-94	129	47	128	85	-24	173
-49	176	-1	-11	68	120	129
15	-66	108	-48	109	76	-20
-28	43	104	135	169	-48	81
56	0	3	-19	58	-40	88
-23	108	-59	-43	82	-50	143
135	128	129	84	149	38	195
16	-62	21	79	14	8	180
184	-13	140	100	36	119	170
196	-94	173	-21	106	182	104
6	84	53	14	-90	37	2
-75	-39	195	42	49	-1	183
-22	-7	-67	39	118	51	78
182	38	24	-98	189	-52	154
77	-94	183	-37	167	123	-20
22	150	164	-14	-7	119	-88
-28	83	73	8	-19	-29	62
148	165	20	56	147	-86	91
-98	139	63	-47	38	113	-34
164	78	-64	15	166	-84	6
72	169	68	52	171	119	90
87	124	-40	-60	-86	71	126
54	-30	-80	-100	138	118	-91
22	-25	-9	63	21	34	-64
158	-11	-63	30	73	166	26
-72	2	5	-73	83	126	173
-60	71	87	23	-2	31	167
98	-59	0	0	157	-58	188
97	13	83	-83	176	189	74
143	68	-64	101	-49	-63	-30
-48	175	-10	-65	196	-34	56
22	93	94	154	-55	-41	5
115	-54	114	46	7	-97	-51
-17	169	-91	-63	65	120	5
26	-19	126	89	149	-94	7
-63	102	108	90	-41	-79	129
95	2	149	143	69	75	135
154	84	190	-93	-82	-65	52
138	94	-55	198	-94	149	-25
-23	185	-19	-6	84	21	-90
48	148	54	-45	-73	198	-98
2	-37	146	77	29	-64	34
-75	70	114	4	-3	133	17
109	36	-66	53	139	-46	198
165	140	155	79	103	53	-58
-1	4	68	-60	-82	-21	94
51	154	-82	125	14	200	-78
101	116	151	-8	137	8	58
1	-97	67	170	-59	-61	-69
27	139	-79	131	-60	33	-66
109	53	198	13	-96	197	69
110	79	-81	120	-19	-100	39
-17	197	114	-29	175	146	-85
-2	74	33	72	-10	-98	-8
134	-60	121	15	169	-31	-81
-76	-92	-19	-56	50	197	117
-28	65	190	-62	-29	114	61
9	146	-50	170	112	114	146
62	85	-87	-66	46	-10	-17
140	76	167	-59	163	137	167
172	-92	178	-78	198	-9	159
76	184	81	-57	10	-66	-9
164	-52	44	-74	10	-14	168
18	62	-81	-42	178	78	87
-14	16	184	86	149	186	11
199	80	42	24	125	116	-94
121	165	-17	142	154	12	105
62	-100	-56	-91	115	189	-33
124	197	-90	-90	-61	-50	159
130	40	82	-95	119	-7	162
106	118	-57	98	198	133	89
-84	11	-27	124	186	-5	-99
-21	30	-79	50	141	116	88
158	-40	171	162	98	184	-2
180	31	101	114	38	162	155
24	10	54	-38	72	159	167
33	137	89	71	122	190	169
117	85	198	70	-95	147	-3
177	-56	113	80	-63	-36	-63
183	157	24	133	188	-10	-2
55	110	66	154	25	-74	23
-88	154	48	-52	73	-13	119
-20	2	157	-58	146	178	-91
41	107	-80	-52	102	169	85
83	-92	133	-27	-27	17	123
127	139	132	107	79	75	105
-83	92	-91	179	-17	-9	-33
-43	148	69	161	40	-75	126
121	21	-4	146	-34	-59	156
169	71	110	121	128	155	-64
-52	41	123	19	-14	-66	-11
-80	-94	158	-71	85	-9	78
29	121	65	69	-22	171	-48
51	149	188	-57	-63	11	170
88	-70	58	86	176	-80	160
56	129	161	126	195	109	121
94	168	-59	-34	28	97	135
-77	-13	105	128	57	172	36
85	193	153	165	53	134	131
-41	-83	8	-14	-64	171	-61
189	135	177	-27	42	55	29
74	100	117	94	77	-75	-69
17	-38	13	137	21	-41	161
123	-32	-25	36	45	-99	-45
161	146	48	8	189	22	199
152	80	-32	132	127	83	83
-27	81	61	-50	-3	83	-10
-23	39	-53	29	30	-8	62
6	185	131	-53	-58	69	182
-9	120	96	60	-54	149	186
38	148	110	118	-5	-60	-74
-6	25	60	9	27	-86	-54
44	158	26	4	139	-84	114
120	-22	-21	87	122	133	175
-94	-88	190	41	-4	166	163
-49	-93	138	105	-71	94	149
179	-37	-28	130	183	93	151
-81	31	-78	170	89	122	-26
-88	-31	187	22	110	-88	-39
-73	-20	0	141	-44	126	97
67	63	22	-25	116	156	77
200	-83	-19	-71	175	0	-82
107	-33	73	30	137	50	145
148	164	106	-8	-1	-15	138
130	-38	53	142	-56	-71	25
60	-11	50	68	56	-46	9
83	193	77	-94	0	-30	101
-77	143	158	50	-68	-100	169
96	-6	-88	115	-54	180	49
34	16	38	-78	185	54	-69
-97	-38	197	159	145	-71	58
197	193	199	186	155	-71	139
-52	80	-50	-22	58	156	101
-15	77	-44	11	68	184	8
-13	103	128	65	-60	38	117
21	-81	-15	-62	58	95	195
144	42	85	139	-84	85	174
-31	107	61	192	171	102	-80
-2	131	128	94	154	91	-70
150	-82	132	39	-64	182	5
85	42	-56	67	-4	131	-63
89	188	177	32	1	-93	-6
-7	57	141	-32	122	-45	-51
64	174	180	44	80	-54	-38
71	-79	153	-21	169	66	-24
87	138	73	199	-68	-59	15
138	-86	-5	119	82	81	-15
188	138	126	172	45	-59	23
-53	143	-77	-92	125	154	40
-68	109	102	-21	35	7	80
193	119	-61	177	31	34	-93
2	32	-52	159	150	125	-66
121	-44	119	127	-15	66	39
-18	156	44	7	76	160	192
-59	-68	-26	34	157	-33	11
168	156	68	-91	189	0	-23
-23	20	-17	-97	106	-80	81
107	29	90	140	31	-75	-6
-19	108	-40	61	161	133	63
86	4	104	169	110	-62	141
26	153	53	196	133	-8	102
84	116	-37	168	101	117	-47
139	-18	60	1	-25	-51	115
99	145	182	192	83	101	193
-58	10	-51	-1	86	30	76
128	-33	174	-35	168	96	-99
4	-16	102	166	153	185	-16
170	132	17	22	20	128	114
20	79	-69	10	-22	39	-15
-34	144	30	-72	60	70	-29
24	-52	14	76	23	135	-35
-47	-89	77	-12	-22	-55	63
126	191	157	-3	129	183	166
-9	-4	95	-68	30	15	88
175	34	141	31	0	149	176
-39	15	88	-46	83	-93	106
195	97	-1	27	113	132	12
12	10	13	-3	-70	196	-21
100	113	163	-84	-8	-46	174
78	102	191	171	196	132	149
51	47	166	56	141	-55	138
-32	182	79	165	-64	23	-49
-67	-74	151	164	-31	6	40
130	1	66	105	43	-89	31
198	105	78	57	67	200	186
15	-3	121	-5	-77	-72	-89
196	-76	199	-21	17	182	152
166	-2	-61	74	-16	-18	-97
34	88	-61	-80	97	99	-7
137	-95	80	8	63	38	83
18	122	183	48	167	200	65
179	54	-38	196	2	-5	-75
51	50	-65	117	101	-62	145
72	168	83	-15	-84	16	45
169	-89	56	135	-67	-58	145
113	145	-68	69	172	180	199
-95	15	178	96	-81	-14	40
-55	51	141	42	-69	24	47
34	-83	139	148	82	-63	-8
-56	73	-70	-92	89	29	68
100	-21	178	176	-5	54	134
147	178	-79	118	13	120	-9
-75	25	105	-35	146	102	-87
-47	52	-38	141	142	34	176
174	154	109	-54	159	107	-37
-30	56	11	192	10	-98	-96
-55	-95	-35	62	-3	-72	69
97	154	-43	182	-53	196	172
131	140	0	127	29	63	33
80	115	190	-69	152	195	149
-34	80	-26	193	88	7	-20
15	-69	-96	52	-40	154	-49
3	83	-61	63	13	49	198
108	190	-100	86	10	-72	-91
9	37	-8	17	74	48	55
123	174	179	20	22	157	60
-93	109	73	82	-72	73	-62
128	-41	58	-3	91	70	-10
61	-29	111	-18	12	-47	197
-95	149	140	11	-28	-97	106
110	-25	-32	-99	34	156	174
-92	-98	-62	-53	-61	200	85
43	-58	138	-73	-12	160	9
199	-1	84	89	9	8	62
-3	0	-91	119	158	-62	120
52	34	-29	-70	-40	167	36
106	197	-30	-52	-37	-35	-91
88	5	91	158	89	-82	-78
80	40	63	-38	106	138	-74
166	-6	58	59	192	-32	66
193	175	145	-30	33	-98	0
9	23	114	184	68	157	-20
126	14	45	-68	0	121	-48
105	-31	-77	119	133	-79	-45
2	169	127	188	64	23	-19
144	178	93	194	-90	189	-61
-15	128	-94	-40	156	167	40
-15	-32	14	198	184	-87	103
-62	-96	-49	42	8	-19	145
3	120	81	-35	171	155	-42
-7	-86	14	-81	127	-25	70
144	-86	127	168	29	83	-47
156	126	70	-28	24	11	-78
-15	28	154	-76	132	-43	115
136	-42	170	164	33	166	120
-69	30	139	72	-29	-25	183
-22	1	-29	44	186	143	-95
-27	36	-34	99	-55	1	174
120	93	162	44	-66	19	-40
-54	-77	187	49	83	68	192
85	153	140	-5	95	162	36
-24	199	38	-33	176	-69	-66
-79	-59	-39	145	-1	-86	-20
-56	76	-55	141	79	-99	188
87	188	70	164	151	190	-31
-89	33	73	-13	15	64	142
28	159	24	107	-17	-65	38
93	49	-71	138	23	-2	134
84	103	-24	-33	155	16	96
188	18	-8	155	-55	-44	-28
-9	-4	-97	-21	93	-32	44
57	34	154	-90	-58	54	166
183	150	31	109	165	11	20
-66	-50	108	-95	117	-93	181
14	194	115	77	161	-43	-26
6	-37	70	-81	156	114	140
-1	173	-68	-46	-26	24	175
38	113	-49	-6	182	-94	160
127	194	31	190	167	105	147
-33	148	6	158	-36	42	92
57	192	-35	166	151	-58	37
-35	101	163	-55	-53	-43	116
39	199	-39	-94	75	109	12
170	148	10	47	-11	85	45
74	-5	-100	177	-97	154	196
-23	61	18	14	152	32	156
3	151	50	71	199	-16	-98
188	-22	-76	22	164	45	196
78	168	183	30	167	-96	44
-24	35	45	130	-38	-40	-91
25	147	78	131	60	76	134
-39	-46	119	71	9	73	-99
-30	151	-94	-68	82	125	-30
121	25	-72	-42	190	183	117
16	162	45	97	115	98	55
26	-25	133	5	111	-4	-72
10	149	10	179	-44	99	-29
52	1	142	-86	101	45	81
53	2	135	109	46	155	-71
50	157	-82	109	190	-67	119
-38	-71	146	48	114	108	43
-60	120	158	91	119	184	88
164	94	148	106	28	5	-62
-66	-7	42	43	59	93	190
-22	-93	60	51	-31	81	174
12	163	-43	84	-24	164	-4
100	13	40	179	173	192	167
-29	187	42	32	-85	55	164
84	-25	19	-55	-12	-96	136
157	-75	-79	159	59	-3	192
71	48	162	71	75	-74	-66
-50	189	-48	17	65	163	153
-95	-88	13	-43	184	26	158
45	3	-90	174	143	-55	-72
52	196	-95	34	167	-19	-29
112	50	35	-40	-2	-23	-72
155	10	49	-88	196	-49	144
-86	-62	90	149	165	128	198
41	-67	-8	-2	-92	170	126
113	-61	58	93	-96	149	116
110	42	113	112	197	122	169
-12	59	-79	-77	-25	-100	99
-38	133	29	119	-3	-73	27
24	125	54	-61	-95	-97	54
50	61	-94	126	89	45	-69
-63	128	-22	138	-51	-8	7
46	5	157	127	86	121	94
130	170	-56	62	35	19	181
19	71	149	6	-80	-41	27
-93	55	107	174	32	0	34
22	-51	26	-36	180	63	168
40	172	109	175	131	22	124
-35	120	79	109	-64	-72	194
36	-9	-86	-59	93	184	57
112	-89	90	199	-82	-3	-28
-18	7	118	-94	177	14	186
167	-40	159	-99	114	55	104
37	98	79	139	-41	22	-88
176	20	-16	145	110	-100	111
-97	57	190	-50	115	183	181
178	17	114	-50	169	-95	1
18	128	123	-91	57	-25	123
121	144	-23	150	163	192	155
-56	179	200	-52	-11	70	87
177	142	22	-85	5	-42	-97
41	145	84	-85	28	18	73
194	-17	88	146	-17	184	155
-51	68	-86	107	-16	40	-34
-69	-52	-8	-90	-7	35	6
101	126	128	-86	-88	117	39
-89	127	59	-77	131	72	126
0	77	59	151	66	2	9
200	167	145	-83	112	154	131
172	109	-74	104	-90	-9	7
181	33	87	-8	151	98	65
101	-39	8	37	67	196	-36
105	151	99	-18	-32	184	-94
123	173	102	64	-26	195	191
14	-79	-49	136	60	-58	52
-32	-19	184	152	-64	88	-66
-77	-8	105	87	101	190	193
91	-14	-69	139	73	60	190
146	109	175	97	-14	109	-98
92	113	-63	120	9	-35	10
181	-71	-93	199	12	155	-91
-79	-45	-67	164	94	110	139
158	-31	133	172	-7	104	100
93	133	111	-58	168	21	191
176	114	-21	74	-17	175	32
23	-2	-66	-7	84	143	171
63	-67	143	-73	137	8	-61
60	99	111	-14	-82	84	117
0	1	107	-77	-50	8	180
115	5	95	-64	152	119	48
-31	44	6	11	55	-89	3
-65	-2	-18	177	-4	-2	55
-38	198	-69	187	7	82	70
79	120	86	151	-29	184	-58
101	-2	68	37	-65	9	82
-76	-97	-11	89	-28	-3	-18
141	110	-24	110	141	-67	-35
71	48	50	101	-27	48	107
150	177	-13	157	-67	92	5
-79	90	-44	148	-85	-86	118
-41	69	8	-26	171	-44	115
200	70	51	124	51	30	189
35	136	189	11	33	73	-11
12	34	36	174	24	100	32
6	58	0	85	5	19	200
-5	175	-17	79	-100	99	138
186	139	150	160	115	-74	57
-1	-74	-92	150	98	27	-46
146	82	97	110	68	144	56
69	125	-46	48	-47	84	132
100	134	70	-24	-100	95	-87
4	-23	-43	74	-33	170	44
125	144	130	122	22	200	-37
-43	-77	71	151	95	52	80
-25	173	-73	165	109	160	-10
124	180	-56	122	-62	-49	188
-25	71	-37	99	33	-21	140
-6	-62	-51	36	-5	68	166
-68	28	114	111	70	68	29
4	41	-20	78	52	133	0
-88	111	71	-57	143	72	140
-90	79	119	-58	52	146	-5
136	117	129	98	-12	-100	96
9	-80	6	110	-70	-57	-55
134	52	-24	93	175	198	-54
27	-1	52	120	-53	154	50
100	182	-79	69	125	-4	23
-91	-26	52	106	68	-99	-69
-33	-66	-90	-42	-57	28	38
-54	37	36	0	-22	-64	-16
122	78	60	26	68	-88	-26
-33	23	-3	135	77	-81	181
-97	-50	151	-45	152	-2	9
88	28	50	51	99	-73	1
19	-69	53	93	-30	188	-76
175	79	-89	107	199	154	36
106	91	99	169	-83	66	72
143	74	32	150	28	79	176
-57	-36	120	200	200	101	167
77	14	-80	56	51	30	-2
-33	197	78	29	88	146	4
109	-28	87	108	189	4	134
87	-85	-69	79	120	104	31
-7	32	-5	71	-23	-42	96
148	59	-27	-32	1	-58	30
-65	-52	143	160	-80	-13	182
166	29	-55	92	-71	-29	-41
38	150	-23	192	-50	20	-12
41	84	-40	75	62	47	1
-19	155	-47	1	6	155	78
-59	120	111	172	63	-34	-32
-24	199	27	17	-51	7	70
-56	-23	21	185	64	10	104
10	115	-25	148	-29	-99	-12
120	61	141	-14	153	-76	186
58	169	-12	160	-95	-41	-18
182	-5	-59	44	-17	-6	39
-52	22	156	60	158	121	138
-27	85	147	99	129	13	46
-96	-15	194	45	64	18	-94
-100	-70	198	68	89	33	-50
-46	15	-13	31	48	92	98
-93	64	-89	82	128	144	17
34	-2	93	199	-65	75	-26
-78	-29	-48	92	66	-44	96
47	199	73	-86	-24	-20	132
81	-83	123	-5	94	-76	30
-42	-65	189	177	84	199	104
49	-96	-78	175	23	-26	-76
192	194	143	100	-82	81	144
97	-3	138	180	45	-98	21
86	167	186	107	184	-96	-94
-89	19	-5	26	-8	-92	161
7	131	172	-11	182	46	-69
186	59	0	-38	162	-17	-32
150	-51	-39	52	65	198	128
198	53	44	157	194	92	46
179	62	82	-34	83	90	72
179	-40	137	-97	199	189	122
137	89	-55	184	-68	-36	65
199	67	114	120	134	196	-42
112	-75	-40	-31	141	82	102
-48	-73	91	196	70	91	-100
82	107	183	-84	137	29	32
-49	39	126	40	145	-31	122
-17	7	-82	5	136	15	-35
-11	133	6	114	-88	1	-22
-18	-74	132	161	199	-58	-20
154	-29	172	-32	-53	5	180
101	178	54	145	3	-20	145
-24	162	-80	198	93	45	85
147	-72	139	161	-38	-77	165
103	25	-18	95	-39	177	-13
-40	-15	28	95	52	187	117
-26	66	-33	-52	69	14	90
35	120	-5	131	189	98	109
18	-91	-94	-65	18	74	176
197	26	84	-95	186	22	12
-90	125	77	-60	2	-84	-15
-88	59	183	-3	-52	-80	58
50	134	44	86	-80	57	97
-59	73	5	132	123	166	15
132	19	76	-1	-72	86	26
200	92	-29	-52	-39	159	-2
186	-63	5	197	169	78	173
72	108	-64	119	31	-82	183
-23	-47	32	198	170	129	63
172	-92	62	21	15	119	83
131	-47	-89	191	121	94	-16
-7	-69	171	65	162	-24	16
-43	-71	130	96	102	124	-4
33	82	85	142	113	-67	40
169	-75	118	69	93	11	200
87	-54	40	-89	-77	19	-2
129	-81	-36	145	73	62	55
-82	-45	-61	-21	158	-36	5
-65	11	117	-46	83	-67	16
-49	193	130	37	110	176	-7
45	23	141	164	199	-52	-87
-64	89	64	-58	98	111	35
15	26	-45	-23	74	82	9
123	9	66	-67	-90	146	-60
83	117	-36	87	-65	189	24
130	-3	-73	35	191	159	-29
199	10	164	-25	18	-46	-25
128	-97	32	56	19	126	119
170	147	-85	171	-17	28	189
-59	16	72	78	198	-9	-42
-68	-92	20	64	-12	177	156
-12	45	146	23	75	128	-69
189	-72	171	38	70	41	37
132	120	39	48	87	84	68
55	39	121	-64	191	164	27
-7	89	-76	-21	-11	101	78
50	33	-81	-11	114	82	-61
-64	94	-94	93	39	-39	192
100	16	67	23	56	165	-42
145	91	88	94	-100	54	-23
-65	19	54	-1	28	28	-83
59	-60	46	167	157	6	177
-14	90	-82	200	31	190	-72
-82	-13	13	60	57	-43	173
53	-93	67	93	84	115	-5
90	-61	5	-16	-86	78	15
18	54	113	56	155	190	113
-8	-36	120	141	-67	104	40
-50	-17	-73	55	-47	169	-90
48	133	186	49	66	76	-46
-42	-95	-75	43	-3	79	-70
187	55	41	84	-97	97	185
15	-65	31	-62	36	60	102
124	-68	91	65	192	151	167
-87	97	80	101	155	163	104
112	2	134	90	153	181	183
175	-91	35	-10	189	167	103
-14	-28	91	-94	148	-17	102
169	60	199	-97	175	31	53
16	131	-53	73	-28	194	58
-97	173	-67	23	147	85	85
157	-14	43	129	88	15	-30
176	106	-70	66	56	-40	33
9	21	122	187	-86	-11	174
141	161	111	-36	166	-27	16
181	73	36	106	74	67	172
182	8	-81	-61	17	136	-68
132	27	138	136	41	129	-96
149	59	-47	108	-91	34	-23
95	19	104	-70	108	-15	-14
69	194	-93	22	157	169	-48
142	-17	-46	127	173	-81	74
-86	169	43	62	93	189	195
-11	142	-5	-69	-45	37	91
-81	-89	56	149	29	51	-54
166	-30	-59	103	83	-22	42
85	114	195	-69	104	30	153
189	170	-17	-98	34	-19	199
56	123	62	-55	-5	2	117
175	-75	173	131	139	-55	120
-42	110	-45	-66	-37	144	168
20	86	5	150	190	-62	60
-11	175	-8	-72	36	136	153
167	-83	114	146	-97	192	191
118	153	123	58	98	46	-93
136	-27	123	-87	-43	11	-96
-35	154	-30	-47	142	-11	81
119	195	34	146	12	-87	142
89	118	67	-45	60	186	170
47	-86	105	-80	56	44	75
195	186	106	-33	-39	-16	176
46	32	-88	42	62	-91	-51
4	-27	149	55	-72	-76	194
122	-91	9	54	103	110	12
-26	38	-18	82	122	200	40
108	12	153	135	33	-99	55
90	197	44	175	-5	61	38
45	64	174	84	86	95	-49
125	-23	-37	32	-20	-77	160
60	40	53	18	54	144	10
46	-4	53	51	-86	-50	52
4	116	138	17	193	61	-77
84	95	-78	-5	8	-12	42
-57	35	116	-59	78	40	12
129	160	72	-48	-94	-25	55
-89	165	161	38	102	137	-87
103	-90	17	-59	31	42	-54
-42	185	198	-16	49	53	145
9	-12	5	104	-89	-15	-50
37	-82	-20	36	14	-90	-81
-38	85	100	-87	8	65	168
-25	8	73	-87	63	127	8
45	183	102	190	96	145	-44
29	-73	-94	21	24	-30	77
81	-2	90	98	175	-58	-57
-71	-74	19	3	-79	-68	-73
-59	104	2	92	18	-2	-74
192	-82	156	45	179	99	152
43	75	68	-39	194	130	-18
135	98	179	-43	-92	45	142
101	192	-4	-5	-36	-61	71
150	13	161	-19	-17	-2	-39
14	122	-41	130	86	10	59
-92	170	132	21	192	114	9
32	181	-17	-56	-69	2	-76
198	64	158	64	-53	7	114
177	111	30	190	56	-27	-17
194	5	152	113	63	-50	-8
82	187	154	124	60	-52	24
-95	81	150	-90	-6	-91	-75
169	-37	4	5	192	81	36
-98	142	8	111	6	34	-96
-61	171	-33	-65	39	-45	144
63	124	16	51	-19	-6	178
120	82	-86	-36	-57	-17	181
70	13	100	-5	179	168	191
123	186	36	37	12	58	-1
49	31	-95	58	70	-18	95
158	2	91	-77	-68	117	-12
-78	-92	138	134	-48	117	-74
27	172	-96	149	104	97	163
-67	44	57	160	-29	190	29
-36	46	10	91	97	125	29
79	97	-11	120	-64	147	190
-76	61	141	37	47	163	69
93	59	37	42	32	172	116
95	155	-56	68	197	-19	71
83	141	165	184	80	-13	49
156	77	-23	38	180	-58	132
33	192	68	18	0	-79	118
-48	-30	-35	-91	152	53	62
63	-8	-9	-70	-82	-2	27
88	-88	181	172	45	-39	126
141	3	26	-12	35	-62	123
-16	-82	33	-100	2	110	46
-24	193	85	9	-28	-12	152
116	114	-69	129	20	53	186
59	152	-37	81	-14	22	190
137	-93	185	-21	57	-89	25
174	-41	-77	-83	31	60	187
-79	64	7	108	-45	-6	163
128	8	4	32	-94	51	-58
44	176	24	21	69	62	-10
150	-15	-16	10	-99	76	188
160	-36	155	-91	164	82	-60
-85	-62	54	-77	144	-20	38
77	131	113	-9	173	50	134
2	48	-75	-59	24	88	117
10	173	-67	-30	-56	70	60
129	92	180	-70	-20	180	-68
-25	13	-13	125	106	120	161
153	-28	8	132	170	29	162
183	56	200	4	36	-81	150
0	-7	173	-91	92	172	14
17	194	181	24	144	108	12
81	40	130	173	31	115	86
87	-42	-95	37	38	-81	172
164	103	-87	-58	168	10	138
-16	7	128	100	104	-43	23
96	177	171	113	5	2	-61
-44	-62	132	26	-7	-69	176
-26	120	-99	195	24	53	156
-80	88	-56	-65	12	-33	47
18	174	85	124	-61	148	153
-1	24	131	156	-5	78	188
55	-45	-99	194	-60	120	11
82	-12	111	56	-52	181	34
52	41	-38	117	106	34	157
167	167	172	65	132	117	20
146	70	107	-22	-92	135	-69
52	161	-39	124	-27	96	18
183	7	-26	88	-100	42	121
4	92	-5	136	16	-93	8
93	163	105	64	21	25	159
77	174	9	44	-66	121	94
-28	145	104	178	145	32	-84
108	46	131	85	179	-3	153
25	-87	34	160	-73	126	188
-22	-83	146	15	49	-13	186
159	118	-41	76	-26	29	83
79	195	192	37	14	56	174
15	73	93	-45	166	-44	30
168	121	73	184	179	187	146
71	23	143	-94	62	14	123
74	189	-50	-80	-24	-30	-15
147	140	44	129	79	-45	95
31	-81	-34	195	139	-95	-35
108	-65	173	-99	179	194	-2
-88	-84	53	72	167	-38	157
114	128	32	30	-4	-85	-94
18	183	54	47	104	52	141
23	26	5	54	-65	61	36
194	-30	9	-38	105	102	-62
46	114	60	-70	55	50	-39
-31	-42	13	-29	-9	144	93
-65	172	-38	-13	-66	-3	-47
89	-7	131	53	-33	-14	-13
94	-54	11	93	-32	-47	185
79	56	26	-83	74	-100	-55
-28	133	-20	140	94	168	-4
-17	-100	152	-79	199	-27	87
114	147	-85	97	-84	-17	173
192	75	-42	-66	50	122	183
-49	151	84	117	115	149	104
-47	156	95	-11	-49	-63	200
-12	-44	66	144	-4	175	182
165	-46	-54	65	76	149	-44
-16	151	110	89	-25	142	36
136	42	-84	85	24	-75	99
125	-99	7	-87	79	91	-8
6	0	130	142	-15	18	-18
-10	72	-13	36	-2	-33	-66
-39	184	86	165	-10	-47	-85
8	20	1	-52	185	91	-68
72	-37	148	81	156	-20	-53
195	71	45	27	-27	164	58
169	82	182	99	160	-37	-31
43	115	-54	95	-8	178	112
-78	-26	-50	135	-75	103	-73
71	145	74	16	92	-57	30
127	107	-33	-19	-4	-54	185
-89	179	-9	-24	146	82	111
90	-98	-86	124	192	-89	130
182	-26	66	124	172	86	-28
120	110	-38	190	161	163	-80
184	-87	96	-75	64	167	-21
36	180	186	-57	132	66	-77
170	-66	152	58	113	-66	58
45	-51	170	37	-60	33	175
18	-66	71	105	187	115	-8
-86	146	184	-45	16	-10	-64
91	-38	195	-88	-64	62	106
-43	174	180	-68	120	-39	20
-76	45	32	136	-15	-99	92
-45	-59	137	12	155	89	-28
78	36	36	73	163	-72	81
17	166	140	37	-93	19	-27
-47	125	-88	-36	-59	-88	200
165	71	48	122	116	69	-10
164	76	-63	177	161	186	122
99	134	196	-22	191	-56	82
-39	-39	-37	138	15	50	162
180	92	200	41	38	184	-94
200	167	-63	156	174	200	186
107	8	-81	101	175	-30	191
-77	-70	-100	128	-81	-42	90
-10	-6	178	-38	28	117	11
-77	99	-39	78	122	-35	-86
118	-40	-84	-55	-11	-83	-34
197	-17	-12	-75	81	102	-33
69	65	125	-83	1	-63	50
